year,block,main_plot,fym_factor_level,rotation_type,rotation_factor_level,phase_number,test_or_treatment,crop_name,crop_code,crop_variety,management_note_id,note_id
1951,3,39,FYM,arable,Ar,4,1st test crop,potatoes,P,Majestic,*,*
1952,3,39,FYM,arable,Ar,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1953,3,39,FYM,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1954,3,39,FYM,arable,Ar,2,2nd treatment crop,winter rye,R,King II,*,*
1955,3,39,FYM,arable,Ar,3,3rd treatment crop,sugar beet,SBe,Klein E,*,*
1956,3,39,FYM,arable,Ar,4,1st test crop,sugar beet,SBe,Klein E,*,*
1957,3,39,FYM,arable,Ar,5,2nd test crop,spring barley,B,Herta,*,*
1958,3,39,FYM,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1959,3,39,FYM,arable,Ar,2,2nd treatment crop,winter rye,R,King II,*,*
1960,3,39,FYM,arable,Ar,3,3rd treatment crop,carrots,C,James's Scarlet Intermediate,*,*
1961,3,39,FYM,arable,Ar,4,1st test crop,sugar beet,SBe,Klein E,*,*
1962,3,39,FYM,arable,Ar,5,2nd test crop,spring barley,B,Proctor,*,*
1963,3,39,FYM,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1964,3,39,FYM,arable,Ar,2,2nd treatment crop,winter rye,R,King II,*,*
1965,3,39,FYM,arable,Ar,3,3rd treatment crop,carrots,C,Autumn King,*,*
1966,3,39,FYM,arable,Ar,4,1st test crop,sugar beet,SBe,Klein E,*,*
1967,3,39,FYM,arable,Ar,5,2nd test crop,spring barley,B,Maris Badger,*,*
1968,3,39,FYM,arable,Ar,1,1st treatment crop,potatoes,P,Maris Piper,*,*
1969,3,39,FYM,arable,Ar,2,2nd treatment crop,winter rye,R,King II,*,*
1970,3,39,FYM,arable,Ar,3,3rd treatment crop,carrots,C,Autumn King,*,*
1971,3,39,FYM,arable,Ar,4,1st test crop,potatoes,P,Maris Piper,*,16
1972,3,39,FYM,arable,Ar,5,2nd test crop,winter wheat,W,Cappelle,*,*
1973,3,39,FYM,arable,AF,1,1st treatment crop,potatoes,P,Maris Piper,*,*
1974,3,39,FYM,arable,AF,2,2nd treatment crop,spring barley,B,Julia,*,*
1975,3,39,FYM,arable,AF,3,3rd treatment crop,spring barley,B,Julia,*,*
1976,3,39,FYM,arable,AF,4,1st test crop,winter wheat,W,Cappelle,*,*
1977,3,39,FYM,arable,AF,5,2nd test crop,spring barley,B,Julia,*,*
1978,3,39,FYM,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1979,3,39,FYM,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1980,3,39,FYM,arable,AF,3,3rd treatment crop,spring oats,O*,Manod,*,3
1981,3,39,FYM,arable,AF,4,1st test crop,winter wheat,W,Flanders,*,*
1982,3,39,FYM,arable,AF,5,2nd test crop,spring barley,B,Triumph,*,*
1983,3,39,FYM,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1984,3,39,FYM,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1985,3,39,FYM,arable,AF,3,3rd treatment crop,spring beans,BE*,Minden,*,4
1986,3,39,FYM,arable,AF,4,1st test crop,winter wheat,W,Avalon,*,*
1987,3,39,FYM,arable,AF,5,2nd test crop,spring barley,B,Klaxon,*,*
1988,3,39,FYM,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1989,3,39,FYM,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1990,3,39,FYM,arable,AF,3,3rd treatment crop,winter beans,BE,Banner,*,*
1991,3,39,FYM,arable,AF,4,1st test crop,winter wheat,W,Mercia,*,*
1992,3,39,FYM,arable,AF,5,2nd test crop,winter rye,R,Amando,*,*
1993,3,39,FYM,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1994,3,39,FYM,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1995,3,39,FYM,arable,AF,3,3rd treatment crop,winter beans,BE,Punch,*,*
1996,3,39,FYM,arable,AF,4,1st test crop,winter wheat,W,Mercia,*,*
1997,3,39,FYM,arable,AF,5,2nd test crop,winter rye,R,Amando,*,*
1998,3,39,FYM,arable,AM,1,1st treatment crop,winter rye,R,Esprit,*,*
1999,3,39,FYM,arable,AM,2,2nd treatment crop,winter beans,BE,Punch,*,*
2000,3,39,FYM,arable,AM,3,3rd treatment crop,forage maize,M,Hudson,*,*
2001,3,39,FYM,arable,AM,4,1st test crop,winter wheat,W,Claire,*,*
2002,3,39,FYM,arable,AM,5,2nd test crop,winter rye,R,Picasso:Nikita,*,*
2003,3,39,FYM,arable,AM,1,1st treatment crop,winter rye,R,Picasso:Nikita,*,*
2004,3,39,FYM,arable,AM,2,2nd treatment crop,winter beans,BE,Clipper,*,*
2005,3,39,FYM,arable,AM,3,3rd treatment crop,forage maize,M,Hudson,*,*
2006,3,39,FYM,arable,AM,4,1st test crop,winter wheat,W,Hereward,*,*
2007,3,39,FYM,arable,AM,5,2nd test crop,winter rye,R,Hacada,*,*
2008,3,39,FYM,arable,AO,1,1st treatment crop,winter rye,R,Matador,*,*
2009,3,39,FYM,arable,AO,2,2nd treatment crop,winter beans,BE,Wizard,*,*
2010,3,39,FYM,arable,AO,3,3rd treatment crop,winter oats,O,Gerald,*,*
2011,3,39,FYM,arable,AO,4,1st test crop,winter wheat,W,Glasgow,*,*
2012,3,39,FYM,arable,AO,5,2nd test crop,winter rye,R,Humbolt,*,*
2013,3,39,FYM,arable,AO,1,1st treatment crop,spring rye,R*,Ovid,*,9
2014,3,39,FYM,arable,AO,2,2nd treatment crop,winter beans,BE,Wizard,*,*
2015,3,39,FYM,arable,AO,3,3rd treatment crop,winter oats,O,Gerald,*,*
2016,3,39,FYM,arable,AO,4,1st test crop,winter wheat,W,Solstice,*,*
2017,3,39,FYM,arable,AO,5,2nd test crop,winter rye,R,Mephisto,*,*
2018,3,39,FYM,arable,AO,1,1st treatment crop,winter rye,R,Mephisto,*,*
2019,3,39,FYM,arable,AO,2,2nd treatment crop,winter beans,BE,Tundra,*,*
2020,3,39,FYM,arable,AO,3,3rd treatment crop,winter oats,O,Miscani,*,*
1938,3,40,none,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1939,3,40,none,arable,Ar,2,2nd treatment crop,winter wheat,W,Red Standard,*,*
1940,3,40,none,arable,Ar,3,3rd treatment crop,kale,K,Thousand Head,*,*
1941,3,40,none,arable,Ar,4,1st test crop,potatoes,P,Majestic,*,*
1942,3,40,none,arable,Ar,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1943,3,40,none,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1944,3,40,none,arable,Ar,2,2nd treatment crop,winter wheat,W,Red Standard,*,*
1945,3,40,none,arable,Ar,3,3rd treatment crop,sugar beet,SBe,Klein E,*,*
1946,3,40,none,arable,Ar,4,1st test crop,potatoes,P,Majestic,*,*
1947,3,40,none,arable,Ar,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1948,3,40,none,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1949,3,40,none,arable,Ar,2,2nd treatment crop,winter rye,R,King II,*,*
1950,3,40,none,arable,Ar,3,3rd treatment crop,sugar beet,SBe,Klein E,*,*
1951,3,40,none,arable,Ar,4,1st test crop,potatoes,P,Majestic,*,*
1952,3,40,none,arable,Ar,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1953,3,40,none,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1954,3,40,none,arable,Ar,2,2nd treatment crop,winter rye,R,King II,*,*
1955,3,40,none,arable,Ar,3,3rd treatment crop,sugar beet,SBe,Klein E,*,*
1956,3,40,none,arable,Ar,4,1st test crop,sugar beet,SBe,Klein E,*,*
1957,3,40,none,arable,Ar,5,2nd test crop,spring barley,B,Herta,*,*
1958,3,40,none,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1959,3,40,none,arable,Ar,2,2nd treatment crop,winter rye,R,King II,*,*
1960,3,40,none,arable,Ar,3,3rd treatment crop,carrots,C,James's Scarlet Intermediate,*,*
1961,3,40,none,arable,Ar,4,1st test crop,sugar beet,SBe,Klein E,*,*
1962,3,40,none,arable,Ar,5,2nd test crop,spring barley,B,Proctor,*,*
1963,3,40,none,arable,Ar,1,1st treatment crop,potatoes,P,Majestic,*,*
1964,3,40,none,arable,Ar,2,2nd treatment crop,winter rye,R,King II,*,*
1965,3,40,none,arable,Ar,3,3rd treatment crop,carrots,C,Autumn King,*,*
1966,3,40,none,arable,Ar,4,1st test crop,sugar beet,SBe,Klein E,*,*
1967,3,40,none,arable,Ar,5,2nd test crop,spring barley,B,Maris Badger,*,*
1968,3,40,none,arable,Ar,1,1st treatment crop,potatoes,P,Maris Piper,*,*
1969,3,40,none,arable,Ar,2,2nd treatment crop,winter rye,R,King II,*,*
1970,3,40,none,arable,Ar,3,3rd treatment crop,carrots,C,Autumn King,*,*
1971,3,40,none,arable,Ar,4,1st test crop,potatoes,P,Maris Piper,*,16
1972,3,40,none,arable,Ar,5,2nd test crop,winter wheat,W,Cappelle,*,*
1973,3,40,none,arable,AF,1,1st treatment crop,potatoes,P,Maris Piper,*,*
1974,3,40,none,arable,AF,2,2nd treatment crop,spring barley,B,Julia,*,*
1975,3,40,none,arable,AF,3,3rd treatment crop,spring barley,B,Julia,*,*
1976,3,40,none,arable,AF,4,1st test crop,winter wheat,W,Cappelle,*,*
1977,3,40,none,arable,AF,5,2nd test crop,spring barley,B,Julia,*,*
1978,3,40,none,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1979,3,40,none,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1980,3,40,none,arable,AF,3,3rd treatment crop,spring oats,O*,Manod,*,3
1981,3,40,none,arable,AF,4,1st test crop,winter wheat,W,Flanders,*,*
1982,3,40,none,arable,AF,5,2nd test crop,spring barley,B,Triumph,*,*
1983,3,40,none,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1984,3,40,none,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1985,3,40,none,arable,AF,3,3rd treatment crop,spring beans,BE*,Minden,*,4
1986,3,40,none,arable,AF,4,1st test crop,winter wheat,W,Avalon,*,*
1987,3,40,none,arable,AF,5,2nd test crop,spring barley,B,Klaxon,*,*
1988,3,40,none,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1989,3,40,none,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1990,3,40,none,arable,AF,3,3rd treatment crop,winter beans,BE,Banner,*,*
1991,3,40,none,arable,AF,4,1st test crop,winter wheat,W,Mercia,*,*
1992,3,40,none,arable,AF,5,2nd test crop,winter rye,R,Amando,*,*
1993,3,40,none,arable,AF,1,1st treatment crop,fallow,F,*,*,*
1994,3,40,none,arable,AF,2,2nd treatment crop,fallow,F,*,*,*
1995,3,40,none,arable,AF,3,3rd treatment crop,winter beans,BE,Punch,*,*
1996,3,40,none,arable,AF,4,1st test crop,winter wheat,W,Mercia,*,*
1997,3,40,none,arable,AF,5,2nd test crop,winter rye,R,Amando,*,*
1998,3,40,none,arable,AM,1,1st treatment crop,winter rye,R,Esprit,*,*
1999,3,40,none,arable,AM,2,2nd treatment crop,winter beans,BE,Punch,*,*
2000,3,40,none,arable,AM,3,3rd treatment crop,forage maize,M,Hudson,*,*
2001,3,40,none,arable,AM,4,1st test crop,winter wheat,W,Claire,*,*
2002,3,40,none,arable,AM,5,2nd test crop,winter rye,R,Picasso:Nikita,*,*
2003,3,40,none,arable,AM,1,1st treatment crop,winter rye,R,Picasso:Nikita,*,*
2004,3,40,none,arable,AM,2,2nd treatment crop,winter beans,BE,Clipper,*,*
2005,3,40,none,arable,AM,3,3rd treatment crop,forage maize,M,Hudson,*,*
2006,3,40,none,arable,AM,4,1st test crop,winter wheat,W,Hereward,*,*
2007,3,40,none,arable,AM,5,2nd test crop,winter rye,R,Hacada,*,*
2008,3,40,none,arable,AO,1,1st treatment crop,winter rye,R,Matador,*,*
2009,3,40,none,arable,AO,2,2nd treatment crop,winter beans,BE,Wizard,*,*
2010,3,40,none,arable,AO,3,3rd treatment crop,winter oats,O,Gerald,*,*
2011,3,40,none,arable,AO,4,1st test crop,winter wheat,W,Glasgow,*,*
2012,3,40,none,arable,AO,5,2nd test crop,winter rye,R,Humbolt,*,*
2013,3,40,none,arable,AO,1,1st treatment crop,spring rye,R*,Ovid,*,9
2014,3,40,none,arable,AO,2,2nd treatment crop,winter beans,BE,Wizard,*,*
2015,3,40,none,arable,AO,3,3rd treatment crop,winter oats,O,Gerald,*,*
2016,3,40,none,arable,AO,4,1st test crop,winter wheat,W,Solstice,*,*
2017,3,40,none,arable,AO,5,2nd test crop,winter rye,R,Mephisto,*,*
2018,3,40,none,arable,AO,1,1st treatment crop,winter rye,R,Mephisto,*,*
2019,3,40,none,arable,AO,2,2nd treatment crop,winter beans,BE,Tundra,*,*
2020,3,40,none,arable,AO,3,3rd treatment crop,winter oats,O,Miscani,*,*
1938,3,41,none,alternating arable and ley-arable,L/Ah,1,1st year ley treatment,grazed ley,L1,S.23 perennial ryegrass; S.143 cocksfoot; S.123 late-flowering red clover;wild white clover,1.000,*
1939,3,41,none,alternating arable and ley-arable,L/Ah,2,2nd year ley treatment,grazed ley,L2,S.23 perennial ryegrass; S.143 cocksfoot; S.123 late-flowering red clover;wild white clover,1.000,*
1940,3,41,none,alternating arable and ley-arable,L/Ah,3,3rd year ley treatment,grazed ley,L3,S.23 perennial ryegrass; S.143 cocksfoot; S.123 late-flowering red clover;wild white clover,1.000,*
1941,3,41,none,alternating arable and ley-arable,L/Ah,4,1st test crop,potatoes,P,Majestic,*,*
1942,3,41,none,alternating arable and ley-arable,L/Ah,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1943,3,41,none,alternating arable and ley-arable,L/Ah,1,1st treatment crop,potatoes,P,Majestic,*,*
1944,3,41,none,alternating arable and ley-arable,L/Ah,2,2nd treatment crop,winter wheat,W,Red Standard,*,*
1945,3,41,none,alternating arable and ley-arable,L/Ah,3,3rd treatment crop,hay,H,Italian ryegrass; broad red clover,4.000,*
1946,3,41,none,alternating arable and ley-arable,L/Ah,4,1st test crop,potatoes,P,Majestic,*,*
1947,3,41,none,alternating arable and ley-arable,L/Ah,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1948,3,41,none,alternating arable and ley-arable,L/Ah,1,1st year ley treatment,lucerne,Lu1,Provence,3.000,*
1949,3,41,none,alternating arable and ley-arable,L/Ah,2,2nd year ley treatment,lucerne,Lu2,Provence,3.000,*
1950,3,41,none,alternating arable and ley-arable,L/Ah,3,3rd year ley treatment,lucerne,Lu3,Du Puits,3.000,*
1951,3,41,none,alternating arable and ley-arable,L/Ah,4,1st test crop,potatoes,P,Majestic,*,*
1952,3,41,none,alternating arable and ley-arable,L/Ah,5,2nd test crop,spring barley,B,Plumage Archer,*,*
1953,3,41,none,alternating arable and ley-arable,L/Ah,1,1st treatment crop,potatoes,P,Majestic,*,*
1954,3,41,none,alternating arable and ley-arable,L/Ah,2,2nd treatment crop,winter rye,R,King II,*,*
1955,3,41,none,alternating arable and ley-arable,L/Ah,3,3rd treatment crop,sugar beet,SBe,Klein E,*,*
1956,3,41,none,alternating arable and ley-arable,L/Ah,4,1st test crop,sugar beet,SBe,Klein E,*,*
1957,3,41,none,alternating arable and ley-arable,L/Ah,5,2nd test crop,spring barley,B,Herta,*,*
1958,3,41,none,alternating arable and ley-arable,L/Ah,1,1st year ley treatment,grazed ley,L1,S.24 perennial ryegrass; S.143 cocksfoot; S.123 late-flowering red clover; S.100 white clover,1.000,*
1959,3,41,none,alternating arable and ley-arable,L/Ah,2,2nd year ley treatment,grazed ley,L2,S.24 perennial ryegrass; S.143 cocksfoot; S.123 late-flowering red clover; S.100 white clover,1.000,*
1960,3,41,none,alternating arable and ley-arable,L/Ah,3,3rd year ley treatment,grazed ley,L3,S.24 perennial ryegrass; S.143 cocksfoot; S.123 late-flowering red clover; S.100 white clover,1.000,*
1961,3,41,none,alternating arable and ley-arable,L/Ah,4,1st test crop,sugar beet,SBe,Klein E,*,*
1962,3,41,none,alternating arable and ley-arable,L/Ah,5,2nd test crop,spring barley,B,Proctor,*,*
1963,3,41,none,alternating arable and ley-arable,L/Ah,1,1st treatment crop,potatoes,P,Majestic,*,*
1964,3,41,none,alternating arable and ley-arable,L/Ah,2,2nd treatment crop,winter rye,R,King II,*,*
1965,3,41,none,alternating arable and ley-arable,L/Ah,3,3rd treatment crop,hay,H,S.24 perennial ryegrass; late-flowering red clover; alsike clover,4.000,2
1966,3,41,none,alternating arable and ley-arable,L/Ah,4,1st test crop,sugar beet,SBe,Klein E,*,*
1967,3,41,none,alternating arable and ley-arable,L/Ah,5,2nd test crop,spring barley,B,Maris Badger,*,*
1968,3,41,none,alternating arable and ley-arable,L/Ah,1,1st year ley treatment,sainfoin,S1,Common Sainfoin,3.000,*
1969,3,41,none,alternating arable and ley-arable,L/Ah,2,2nd year ley treatment,sainfoin,S2,Common Sainfoin,3.000,*
1970,3,41,none,alternating arable and ley-arable,L/Ah,3,3rd year ley treatment,sainfoin,S3,Common Sainfoin,3.000,*
1971,3,41,none,alternating arable and ley-arable,L/Ah,4,1st test crop,potatoes,P,Maris Piper,*,16
1972,3,41,none,alternating arable and ley-arable,L/Ah,5,2nd test crop,winter wheat,W,Cappelle,*,*
1973,3,41,none,alternating arable and ley-arable,L/Ah,1,1st treatment crop,potatoes,P,Maris Piper,*,*
1974,3,41,none,alternating arable and ley-arable,L/Ah,2,2nd treatment crop,spring barley,B,Julia,*,*
1975,3,41,none,alternating arable and ley-arable,L/Ah,3,3rd treatment crop,spring barley,B,Julia,*,*
1976,3,41,none,alternating arable and ley-arable,L/Ah,4,1st test crop,winter wheat,W,Cappelle,*,*
1977,3,41,none,alternating arable and ley-arable,L/Ah,5,2nd test crop,spring barley,B,Julia,*,*
1978,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,1,1st year ley treatment,clover grass ley,Lc1,Erecta timothy; S.215 meadow fescue; Huia white clover,6.000,*
1979,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,2,2nd year ley treatment,clover grass ley,Lc2,Erecta timothy; S.215 meadow fescue; Huia white clover,6.000,*
1980,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,3,3rd year ley treatment,clover grass ley,Lc3,Erecta timothy; S.215 meadow fescue; Huia white clover,6.000,*
1981,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,4,4th year ley treatment,clover grass ley,Lc4,Erecta timothy; S.215 meadow fescue; Huia white clover,6.000,*
1982,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,5,5th year ley treatment,clover grass ley,Lc5,Erecta timothy; S.215 meadow fescue; Huia white clover,6.000,*
1983,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,6,6th year ley treatment,clover grass ley,Lc6,Erecta timothy; S.215 meadow fescue; Huia white clover,6.000,*
1984,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,7,7th year ley treatment,clover grass ley,Lc7,Erecta timothy; S.215 meadow fescue; Huia white clover,6.000,*
1985,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,8,8th year ley treatment,clover grass ley,Lc8,Erecta timothy; S.215 meadow fescue; Huia white clover,6.000,*
1986,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,9,1st test crop,winter wheat,W,Avalon,*,*
1987,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,10,2nd test crop,spring barley,B,Klaxon,*,*
1988,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,1,1st year ley treatment,clover grass ley,Lc1,Climax timothy; meadow fescue; Huia white clover,6.000,*
1989,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,2,2nd year ley treatment,clover grass ley,Lc2,Climax timothy; meadow fescue; Huia white clover,6.000,*
1990,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,3,3rd year ley treatment,clover grass ley,Lc3,Climax timothy; meadow fescue; Huia white clover,6.000,*
1991,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,4,4th year ley treatment,clover grass ley,Lc4,Climax timothy; meadow fescue; Huia white clover,6.000,*
1992,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,5,5th year ley treatment,clover grass ley,Lc5,Climax timothy; meadow fescue; Huia white clover,6.000,*
1993,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,6,6th year ley treatment,clover grass ley,Lc6,Climax timothy; meadow fescue; Huia white clover,6.000,*
1994,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,7,7th year ley treatment,clover grass ley,Lc7,Climax timothy; meadow fescue; Huia white clover,6.000,*
1995,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,8,8th year ley treatment,clover grass ley,Lc8,Climax timothy; meadow fescue; Huia white clover,6.000,*
1996,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,9,1st test crop,winter wheat,W,Mercia,*,*
1997,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,10,2nd test crop,winter rye,R,Amando,*,*
1998,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,1,1st year ley treatment,clover grass ley,Lc1,Erecta RvP timothy; Stella meadow fescue; Huia white clover,6.000,*
1999,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,2,2nd year ley treatment,clover grass ley,Lc2,Erecta RvP timothy; Stella meadow fescue; Huia white clover,6.000,*
2000,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,3,3rd year ley treatment,clover grass ley,Lc3,Erecta RvP timothy; Stella meadow fescue; Huia white clover,6.000,*
2001,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,4,4th year ley treatment,clover grass ley,Lc4,Erecta RvP timothy; Stella meadow fescue; Huia white clover,6.000,*
2002,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,5,5th year ley treatment,clover grass ley,Lc5,Erecta RvP timothy; Stella meadow fescue; Huia white clover,6.000,*
2003,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,6,6th year ley treatment,clover grass ley,Lc6,Erecta RvP timothy; Stella meadow fescue; Huia white clover,6.000,*
2004,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,7,7th year ley treatment,clover grass ley,Lc7,Erecta RvP timothy; Stella meadow fescue; Huia white clover,6.000,*
2005,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,8,8th year ley treatment,clover grass ley,Lc8,Erecta RvP timothy; Stella meadow fescue; Huia white clover,6.000,*
2006,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,9,1st test crop,winter wheat,W,Hereward,*,*
2007,3,41,none,8-yr grass/clover ley-arable,LLc8_2nd_cycle,10,2nd test crop,winter rye,R,Hacada,*,*
2008,3,41,none,3 year grass/clover ley-arable after 8 year grass/clover leys,LLc/Lc3,1,1st year ley treatment,clover grass ley,Lc1,Promesse timothy; Laura fescue; Chieftain white clover,*,21
2009,3,41,none,3-yr grass/clover ley-arable after 8-yr grass/clover leys,LLc/Lc3,2,2nd year ley treatment,clover grass ley,Lc2,Promesse timothy; Laura fescue; Chieftain white clover,7.000,*
2010,3,41,none,3-yr grass/clover ley-arable after 8-yr grass/clover leys,LLc/Lc3,3,3rd year ley treatment,clover grass ley,Lc3,Promesse timothy; Laura fescue; Chieftain white clover,7.000,*
2011,3,41,none,3-yr grass/clover ley-arable after 8-yr grass/clover leys,LLc/Lc3,4,1st test crop,winter wheat,W,Glasgow,*,*
2012,3,41,none,3-yr grass/clover ley-arable after 8-yr grass/clover leys,LLc/Lc3,5,2nd test crop,winter rye,R,Humbolt,*,*
2013,3,41,none,3-yr grass/clover ley-arable after 8-yr grass/clover leys,LLc/Lc3,1,1st year ley treatment,clover grass ley,Lc1,Promesse timothy; Laura fescue; Chieftain white clover,7.000,*
2014,3,41,none,3-yr grass/clover ley-arable after 8-yr grass/clover leys,LLc/Lc3,2,2nd year ley treatment,clover grass ley,Lc2,Promesse timothy; Laura fescue; Chieftain white clover,7.000,*
